raw_title,raw_price,is_sold,auction_url
14k-Mile 2014 Mercedes-Benz C63 AMG Edition 507,5250008012024,True,https://bringatrailer.com/listing/2014-mercedes-benz-c63-amg-27-2-2/
13k-Mile 2008 Mercedes-Benz C300,1430007302024,True,https://bringatrailer.com/listing/2008-mercedes-benz-c300/
35k-Mile 2005 Mercedes-Benz C230 Kompressor Sport Coupe,760007232024,True,https://bringatrailer.com/listing/2005-mercedes-benz-c230-kompressor-sport-coupe/
46k-Mile 2006 Mercedes-Benz C350 Sedan,705007232024,True,https://bringatrailer.com/listing/2006-mercedes-benz-c350-sedan-4/
2011 Mercedes-Benz C300 4MATIC Sedan,970007232024,True,https://bringatrailer.com/listing/2011-mercedes-benz-c300-luxury-sedan/
2011 Mercedes-Benz C350 Sport Sedan,1050007202024,True,https://bringatrailer.com/listing/2011-mercedes-benz-c350-sport-sedan/
34k-Mile 2014 Mercedes-Benz C63 AMG Edition 507 Coupe,4700007142024,True,https://bringatrailer.com/listing/2014-mercedes-benz-c63-amg-37/
8k-Mile 2013 Mercedes-Benz C63 AMG Coupe,4750007132024,True,https://bringatrailer.com/listing/2013-mercedes-benz-c63-amg-43/
14k-Mile 2017 Mercedes-AMG C63 S Cabriolet,4925007052024,True,https://bringatrailer.com/listing/2017-mercedes-benz-c63-s-amg-cabriolet-2/
2012 Mercedes-Benz C63 AMG P31 Development Package,3300007052024,True,https://bringatrailer.com/listing/2012-mercedes-benz-c63-amg-70/
10k-Mile 2020 Mercedes-AMG C63 S Cabriolet,6500006272024,True,https://bringatrailer.com/listing/2020-mercedes-amg-c63-s-cabriolet-2/
2012 Mercedes-Benz C63 AMG P31 Development Package,3450006262024,True,https://bringatrailer.com/listing/2012-mercedes-benz-c63-amg-71/
2012 Mercedes-Benz C350 Coupe,1000006252024,True,https://bringatrailer.com/listing/2012-mercedes-benz-c350-coupe/
1995 Mercedes-Benz C36 AMG,1200006192024,True,https://bringatrailer.com/listing/1995-mercedes-benz-c36-amg-24/
6k-Mile 2013 Mercedes-Benz C63 AMG Coupe,4500006182024,True,https://bringatrailer.com/listing/2013-mercedes-benz-c63-amg-42/
38k-Mile 2005 Mercedes-Benz C230 Kompressor Sport Sedan,790006162024,True,https://bringatrailer.com/listing/2005-mercedes-benz-c230-kompressor-sport-sedan-9/
39k-Mile 2003 Mercedes-Benz C240 Sedan,830006152024,True,https://bringatrailer.com/listing/2003-mercedes-benz-c240-sedan-3/
2004 Mercedes-Benz C32 AMG,980006142024,True,https://bringatrailer.com/listing/2004-mercedes-benz-c32-amg-6/
47k-Mile 2006 Mercedes-Benz C230 Sport Sedan,820006082024,True,https://bringatrailer.com/listing/2006-mercedes-benz-c230-sport-sedan-2/
Supercharged 1999 Mercedes-Benz C43 AMG,1199906052024,True,https://bringatrailer.com/listing/1999-mercedes-benz-c43-amg-40/
37k-Mile 2003 Mercedes-Benz C240 4MATIC Sedan,820006022024,True,https://bringatrailer.com/listing/2003-mercedes-benz-c240-sedan-2/
32k-Mile 2015 Mercedes-Benz C63 AMG Edition 507,4550705292024,True,https://bringatrailer.com/listing/2015-mercedes-benz-c63-amg-12/
5.4L-Powered 1999 Mercedes-Benz C43 AMG,935505252024,True,https://bringatrailer.com/listing/1999-mercedes-benz-c43-amg-39/
12k-Mile 2007 Mercedes-Benz C230 Sport Sedan,1450005252024,True,https://bringatrailer.com/listing/2007-mercedes-benz-c230-sport-sedan-5/
